Username,Tweet,Date,Replies,Retweets,Likes,Bookmarks,Views,Translated_Tweet
@7AlAnbary,أسامة الرفاعيقولت لي .. الله يلعنه ويلعن الزنادقة الجهمية والاشاعرة جميعًا صالحهم وطالحهم ويلعن من وظفه ومن اتى به .,2025-03-28T22:27:18,0,0,2,0,152,osama al rifai said to me god curses him and curses the heretics and all of them are all their good and good and cursed from his employment and those who brought him
@ala_dy77891,"الشيخأسامة الرفاعيتعيين الشيخأسامة الرفاعيمفتيا عاما للجمهورية العربية السورية.
نسأل الله أن يوفقه لما فيه الخير.",2025-03-28T23:58:14,0,0,0,0,35,sheikh osama al rafiqi sheikhs osama al rifai a general general of the syrian arab republic we ask god to grant him success in what is good
@Ahmad709B,"يا عمر بس حدا يشرح لي وين المصلحة بالاهتمام بالاقليات دوماً واليوم نضع يدنا ب يد سفاحي الحولة
وين المصلحة ب وضعاسامة الرفاعيو ثلة من الاشاعرة والصوفية في مجلس الفقه
يا أخي سامحني لكن والله بدأت ثقتي وتمسكي بدولتنا بدأت تتزعزع
حسبنا الله ونعم الوكيل، مو هيك كان عشمنا",2025-03-28T23:01:17,0,0,0,0,229,o omar but someone explains to me where is the interest to take care of the minorities always and today we put our hand with the hand of the hooks of hula where is the interest in the positions of the riffa a few of the ashari and sufis in the jurisprudence council my brother forgive me but by god my confidence began and my adherence to our country began to be shaken god suffices us and yes the agent not the heck it was our love
@hawara_oma29907,هاد الشيخاسامه الرفاعيهو كان رمز من رموز الثورة ويلي من اول الثورة وقف مع الشعب ضد النظام الساقط,2025-03-28T23:42:53,0,0,0,0,79,this was a symbol of the revolution and it was a symbol of the revolution
@mehmoodler,فرحتي بتعيين الشيخأسامة الرفاعيمفتي لحالها بدها كيلو حلو.,2025-03-28T23:56:43,2,0,5,0,639,my joy is to appoint sheikh osama al riffa because of her condition a kilo of sweet
@NoonPostSY,كلمة مفتي الجمهورية العربية السوري الشيخأسامة الرفاعيبعد تنصيبه وإعلان تشكيل مجلس الإفتاء الأعلى في البلاد#سوريا,2025-03-28T22:26:16,0,2,7,2,900,the speech of the mufti of the syrian arab republic sheikh osama al rafik after its inauguration and the announcement of the formation of the supreme ifta council in the countrysyria
@abedalhamdo,"لمن لا يعلم فان نصف أعضاء هيئة تحرير الشام عبارة عن شرعيين , ومع ذلك الرئيس احمد الشرع اختار الشيخاسامة الرفاعيالذي كان على تصادم مع الهيئة لرئاسة الافتاء في الجمهورية العربية السورية .
انا لا أرى قيادة احمد الشرع تتجه نحو اللون الواحد أبدا .",2025-03-28T22:25:54,0,0,0,0,137,for those who do not know half of the members of the liberation of al sham are legitimate and yet president ahmed al shara chose the chiefs of the rifai who was in a collision with the authority to head the fatwa in the syrian arab republic i do not see the leadership of ahmed al sharaa never heading towards one color
@dughaimk,"من باب الأمانة والإنصاف
كل التعليقات التي رأيتها اليوم تطال الشيخأسامة الرفاعيوتنتقد قرار هيئة الإفتاء
هي في أغلبها صادرة عن فئة لو فُصل عنهم الشيخ جوجل يوم واحد ضاعوا

وقد وصفها الشيخ محمد الغزالي رحمه الله بدقة عندما قال: 
"" إنهم يطلبون العلم يوم السبت، ويدرسونه يوم الأحد،",2025-03-28T23:10:50,0,3,19,2,1709,as a matter of honesty and fairness all the comments that i saw today extend to the sheikhs osama al rifai the fatwa authoritys decision it is mostly issued by the category if sheikh google is separated from them one day lost sheikh muhammad al ghazali may god have mercy on him described it accurately when he said they ask for knowledge on saturday and they study it on sunday
@khaberni,كلمة الرئيس السوري احمد الشرع بمناسبة تعيين الشيخاسامة الرفاعيبمنصب مفتي الجمهورية,2025-03-28T23:36:48,0,0,8,0,2006,the speech of the syrian president ahmed al shara on the occasion of the appointment
@LLkman12663,"حمير السلفية الجهادية ضحوا بانفسهم في سبيل الأشعري القبوريأسامة الرفاعيمفتي سوريا 

السودان ""الجيش اللبناني"" احمد شرع سوريا",2025-03-28T22:24:58,0,0,0,0,102,the salafi jihadist donke sudan the lebanese army ahmed legislate syria
@Omar_Draw,"""ومع أنّ الأسد الابن حبى الشيخأسامة الرفاعي.. ""
يبدو لازم نام وارتاح لأن للوهلة الأولى قرأت الابن حبى بطريقة مختلفة.",2025-03-28T23:38:03,2,0,3,0,455,and although assad the son my love of sheikh osama al rifai it seems necessary to sleep and rest because at first glance i read the son my love in a different way
@mmdyk680524,اقسم بالله كنت عم قول ليش عينوا هذا بس بعد ما قرات التغريده انبسطت انه عينوه وفقه الله وسدد خطاياه الشيخاسامه الرفاعي,2025-03-28T22:55:57,0,0,0,0,31,i swear to god
@ABO_Al_Baraa911,"بلأمس المجلس الاسلامي السوري برئاسةاسامة الرفاعييفتي بقتالهم ويصفهم بالاخوارج 
وهم الذين قدموا حياتهم لتحرير البلد 
واليوم هو مفتي الجمهورية اي غباء هذا!
السلفية للجهاد والإشاعرة والصوفية للفتوى، 
مسخرة#سوريا_الان#مفتي_سوريا",2025-03-28T23:40:52,0,0,0,0,72,yesterday the syrian islamic council headed they are the ones who presented their lives to liberate the country today the grand mufti of the republic any stupidity salafism for jihad ashari and sufism of the fatwa magicsyria_anmufti of syria
@JoAbod50204,"وعلى فكرة أنا لست أشعري 
وياما انتقدمت تصرفات وبدع الصوفية 
بس مو كلهم في خانة واحدة و الشيخأسامة الرفاعيوراتب النابلسي يستحقون التواجد بهيك مجلس بسبب علمهم الواسع",2025-03-28T23:13:46,0,0,0,0,44,by the way i am not my feelings and when i made actions and innovation of sufism but not all of them in one field and the sheikhs osama al rifai al nabulsi they deserve to be present at the council because of their wide knowledge
@OsamaNasan,تعيين الشيخأسامة الرفاعيرئيساً لمجلس الإفتاء الأعلى، ومعه نخبة من العلماء الأجلاء كأعضاء في المجلس، وهم شخصياتٌ متَّزنةٌ ومُتدلَّةٌ في علمهم وخُلقهم، ذات توجهٍ وسطيٍّ راسخ، يُعدُّ دليلاً واضحاً على أن سوريا تسير على درب الصواب، متمسكةً بنهجٍ معتدلٍ يعكس جوهر الوسطية. وهذا ما,2025-03-28T23:14:17,0,0,6,0,610,the appointment of sheikh osama al rifai as chairman of the supreme ifta council and with him a group of evident scholars as members of the council and they are balanced and modified personalities in their knowledge and creation with a firmly extreme direction is clear evidence that syria is on the path of righteousness adhering to a moderate approach that reflects the essence of the middle this is what
@I3lamAl3arab,"زور موقع إعلام العرب الآن وتابع معنا آخر الأخبار العربية والعالمية
كما ويوجد أقسام مثل أنين العرب الذي يتناول قضايا ومعاناة العالم العربي 
كما ويوجد لدينا قناة يوتيوب خاصة بنا يعرض عليها برامج خاصة شيقة وموجز أخبار يطلق عليه ""الحصاد الأسبوعي""
وتمتعوا معنا بمشاهدة قسم الكاريكاتير",nan,476,367,3926,388,15475687,visit the arab media website now and follow the latest arab and international news with us there are also sections such as the arabs of the arabs which addresses the issues and suffering of the arab world we also have our own youtube channel that offers special special programs and a news summary called weekly harvest and enjoy with us to watch the cartoon section
@schaadi_net,"الله ينتقم منك بصحتك ومالك وبعيالك يا نوريةأسامة الرفاعيقبوري
وهو اللي أصدر فتوى بأن هيئة تحرير الشام خوارج",2025-03-28T22:27:04,0,0,0,0,204,may god take revenge on you with your health and your owner it was the one who issued a fatwa that the headquarters for the liberation of al sham is kharij
@mayarahhal83,الشعب السوري تقبل قرار أحمد الشرع تنصيب الشيخأسامة الرفاعيمفتيا لسوريا بأريحية هذا إن دل على شيئ يدل على مدى القبول الذي يتمتع به الرفاعي لدي الشعب السوري وأنه قادر على تولي هذه المهمة بأمانة وثقة.الرفاعي بدلا من مفتي البراميل المتفجرة الذي أجاز إلقاء البراميل على رؤوس المدنيين,2025-03-28T22:41:43,0,0,8,0,587,the syrian people accept the decision of ahmed al shara the inauguration of the sheikhs osama al rifai to syria with the comfort of this
@abo_alnoor_1977,"أريد أن أعلم أمرا بعد تعين الشيخأسامة الرفاعيعلت كثيرا من الأصوات أن الشيخ حفظه الله من الأشاعرة
فهل كل من يكتب في هذا المجال هو ضليع في هكذا موضوع 
ومن يحتج بأقوال شيخ الإسلام بن تيمية رحمه الله
فليأتنا بدليل من كلام الشيخ أنه أخرج الاشاعرة من أهل السنة والجماعة",2025-03-28T22:55:21,68,13,186,11,13946,i want to know an order after the assignment so everyone who writes in this field is a misfortune in such a topic and whoever protests the sayings of sheikh al islam bin taymiyyah may god have mercy on him let us have evidence from the sheikhs words that he brought the ashari from the sunnis and the community
